density,name,color,hardness,luster,streak,color3
6.40,Teallite,"gray, lead",1.5-2,Metallic,black,"gray, lead"
6.40,Geocronite,"gray, blue",2.5-3,Metallic,"gray, lead","gray, blue"
6.40,Rynersonite,"white, beige",4.5,Sub Metallic,white,"white, beige"
6.42,Qitianlingite,black,5.5,Sub Metallic,,black
6.45,Aikinite,"gray, lead",2-2.5,Metallic,"black, grayish","gray, lead"
6.45,Xifengite,"gray, steel",5.5,Metallic,black,"gray, steel"
6.45,Romanechite,"black, grayish",5-6,Sub Metallic,"black, brown","black, grayish"
6.45,Hodrushite,brown,4-5,Metallic,"black, grayish",brown
6.47,Cuprobismutite,"black, blue",-,Metallic,black,"black, blue"
6.47,Izoklakeite,"gray, lead",3.5-4,Metallic,"black, grayish","gray, lead"
6.50,Nickelskutterudite,gray,5.5-6,Metallic,,gray
6.50,Wittichenite,"gray, lead",2.5,Metallic,black,"gray, lead"
6.50,Skutterudite,white,5.5-6,Metallic,black,white
6.50,Jaskolskiite,"gray, lead",4,Metallic,"gray, dark","gray, lead"
6.52,Paradocrasite,"white, silver",3.5,Metallic,metallic,"white, silver"
6.53,Achavalite !,gray,2.5,Metallic,,gray
6.55,Wolframoixiolite *,black,5-6,Sub Metallic,"black, brownish",black
6.60,Cosalite,gray,2.5-3,Metallic,black,gray
6.60,Chalcothallite,"gray, lead",2-2.5,Metallic,black,"gray, lead"
6.60,Paraguanajuatite,"gray, lead",2.5-3,Metallic,gray,"gray, lead"
6.61,Ashanite ?,"brown, dark",6-6.5,Sub Metallic,brown,"brown, dark"
6.61,Mckinstryite,"gray, dark",1.5-2.5,Metallic,"gray, dark","gray, dark"
6.62,Guanajuatite,"gray, lead",2.5-3.5,Metallic,gray,"gray, lead"
6.62,Morozeviczite,"gray, brownish",3.5,Metallic,"gray, dark","gray, brownish"
6.62,Polkovicite,"gray, brownish",3.5,Metallic,"gray, dark","gray, brownish"
6.64,Mummeite,"gray, silver",4,Metallic,,"gray, silver"
6.64,Xingzhongite,"gray, steel",6,Metallic,,"gray, steel"
6.65,Ullmannite,"gray, steel",5.5,Metallic,"black, grayish","gray, steel"
6.66,Penroseite,"gray, lead",2.5-3,Metallic,black,"gray, lead"
6.67,Antimony,"gray, light",3-3.5,Metallic,"gray, lead","gray, light"
6.69,Vysotskite,"gray, silver",1.5,Metallic,,"gray, silver"
6.70,Berryite,"gray, blue",3.5,Metallic,,"gray, blue"
6.70,Cannizzarite,"gray, light",2.5,Metallic,,"gray, light"
6.70,Benjaminite,"yellow, grayish",3.5,Metallic,,"yellow, grayish"
6.70,Novakite,"gray, steel",3-3.5,Metallic,black,"gray, steel"
6.70,Makovickyite,gray,3.5,Metallic,gray,gray
6.70,Tantalite-(Mg) !,black,5.5,Sub Metallic,"red, brown",black
6.70,Berzelianite,"gray, bluish",2,Metallic,shining,"gray, bluish"
6.72,Kullerudite,"gray, lead",5.5-6.5,Metallic,,"gray, lead"
6.72,Gudmundite,"white, silvery",5.5-6,Metallic,"black, grayish","white, silvery"
6.73,Hammarite,"gray, reddish steel",3-4,Metallic,black,"gray, reddish steel"
6.74,Cuprorhodsite,"black, iron",5-5.5,Metallic,,"black, iron"
6.74,Furutobeite,gray,3,Metallic,,gray
6.74,Schirmerite,"gray, lead",2,Metallic,,"gray, lead"
6.76,Willyamite,"gray, steel",5.5,Metallic,"black, grayish","gray, steel"
6.77,Junoite,gray,3.5-4,Metallic,,gray
6.80,Gortdrumite,"gray, lead",3.5-4,Metallic,,"gray, lead"
6.80,Pavonite,"gray, lead",2,Metallic,"gray, lead","gray, lead"
6.82,Vincentite,gray,5,Metallic,,gray
6.82,Jalpaite,gray,2-2.5,Metallic,black,gray
6.83,Zenzenite,black,5.7,Metallic,,black
6.85,Eclarite,"gray, white",3-3.5,Metallic,"gray, lead","gray, white"
6.89,Costibite,"gray, steel",6,Metallic,,"gray, steel"
6.90,Crookesite,"gray, blue",2.5-3,Metallic,,"gray, blue"
6.90,Paracostibite,"white, gray",7,Metallic,,"white, gray"
6.90,Matildite,gray,2.5,Metallic,"gray, light",gray
6.91,Stistaite,"gray, light",3,Metallic,,"gray, light"
6.91,Paderaite,black,4,Metallic,"gray, lead",black
6.92,Oregonite,white,5,Metallic,,white
6.92,Barringerite,"white, gray",-,Metallic,,"white, gray"
6.96,Gladite,"gray, lead",2.5-3,Metallic,black,"gray, lead"
6.98,Friedrichite,"gray, silver",4,Metallic,,"gray, silver"
6.99,Laurite,black,7.5,Metallic,"gray, dark",black
7.00,Lillianite,"gray, steel",2-3,Metallic,black,"gray, steel"
7.00,Galenobismutite,"gray, lead",2.5-3,Metallic,"black, gray","gray, lead"
7.00,Bismuthinite,gray,2,Metallic,gray,gray
7.01,Lindstromite,gray,3-3.5,Metallic,black,gray
7.01,Nuffieldite,gray,3.5-4,Metallic,"black, grayish",gray
7.01,Gustavite,"gray, steel",3.5,Metallic,gray,"gray, steel"
7.02,Neyite,"gray, lead",2.5,Metallic,gray,"gray, lead"
7.03,Daomanite *,gray,3.5-4,Metallic,,gray
7.03,Bellidoite,"gray, silver",1.5-2,Metallic,,"gray, silver"
7.05,Zinc,"gray, blue",2,Metallic,"gray, light","gray, blue"
7.06,Weibullite,"gray, steel",2-2.5,Metallic,"gray, dark","gray, steel"
7.08,Suessite,"white, gray",-,Metallic,,"white, gray"
7.08,Xilingolite,"gray, lead",3,Metallic,gray,"gray, lead"
7.09,Ixiolite,gray,6-6.5,Metallic,"brown, dark",gray
7.10,Eskimoite,black,4,Metallic,,black
7.10,Vulcanite,bronze,1-2,Metallic,,bronze
7.10,Jolliffeite,"white, tin",6-6.5,Metallic,,"white, tin"
7.10,Safflorite,gray,4-5,Metallic,"black, grayish",gray
7.10,Rammelsbergite,"white, tin",5.5,Metallic,"black, grayish","white, tin"
7.10,Ellisite,"gray, dark",2,Metallic,"brown, pale","gray, dark"
7.11,Ourayite,gray,2,Metallic,,gray
7.12,Proudite,"gray, silver",2-2.5,Metallic,,"gray, silver"
7.12,Wittite,"gray, light lead",2-2.5,Metallic,black,"gray, light lead"
7.14,Peterbaylissite,black,4-5,Sub Metallic,"black, dark brownish",black
7.15,Heyrovskyite,"white, tin",3.5-4,Metallic,"black, grayish","white, tin"
7.15,Gupeiite,"gray, steel",5,Metallic,black,"gray, steel"
7.15,Hubnerite,brown,4.5,Sub Metallic,"brown, reddish",brown
7.19,Kitkaite,"gray, yellow",3.5,Metallic,,"gray, yellow"
7.20,Chromium,white,7.5,Metallic,,white
7.20,Pararammelsbergite,"white, silver",5.5,Metallic,"black, grayish","white, silver"
7.20,Kieftite,"white, tin",5-5.5,Metallic,gray,"white, tin"
7.21,Roaldite,"white, tin",5.5-6.5,Metallic,,"white, tin"
7.21,Ferroselite,bronze,6-6.5,Metallic,black,bronze
7.22,Hastite ?,"red, brownish",6,Metallic,,"red, brownish"
7.24,Cuproiridsite,"black, iron",5-6,Metallic,ingen,"black, iron"
7.25,Treasurite,black,-,Metallic,,black
7.25,Naumannite,"black, grayish",2.5,Metallic,black,"black, grayish"
7.27,Aschamalmite,"gray, lead",3.5,Metallic,,"gray, lead"
7.28,Wodginite,"brown, dark",5.5,Sub Metallic,brown,"brown, dark"
7.30,Wolframite *,"black, brownish",4.5,Sub Metallic,"brown, reddish","black, brownish"
7.30,Melonite,white,1-1.5,Metallic,"gray, dark",white
7.30,Argentite *,black,2-2.5,Metallic,black,black
7.30,Acanthite,"gray, lead",2-2.5,Metallic,"black, shining","gray, lead"
7.31,Tin,"white, grayish",2,Metallic,"white, gray","white, grayish"
7.31,Indium,"gray, yellow",3.5,Metallic,,"gray, yellow"
7.34,Dzharkenite,black,5,Metallic,black,black
7.36,Bukovite,"brown, gray",2,Metallic,,"brown, gray"
7.36,Danbaite,"white, gray",4,Metallic,,"white, gray"
7.38,Telargpalite,"gray, steel",2-2.5,Metallic,,"gray, steel"
7.38,Tsnigriite,"gray, dark",3.5,Metallic,,"gray, dark"
7.40,Malanite,white,5,Metallic,,white
7.40,Galena,"gray, light lead",2.5,Metallic,"black, grayish","gray, light lead"
7.40,Lollingite,"white, silvery",5,Metallic,"black, grayish","white, silvery"
7.40,Schreibersite,bronze,6.5-7,Metallic,"gray, dark",bronze
7.43,Cohenite,"white, yellowish",5.5-6,Metallic,,"white, yellowish"
7.45,Ferberite,black,4.5,Sub Metallic,"black, brownish",black
7.45,Giessenite,"black, grayish",2.5,Metallic,"black, grayish","black, grayish"
7.46,Clinosafflorite,"white, silver",4.5-5,Metallic,,"white, silver"
7.50,Orcelite,"white, yellow",-,Metallic,,"white, yellow"
7.50,Nagyagite,"gray, lead",1.5-2,Metallic,"black, gray","gray, lead"
7.54,Rickardite,violet,3.5,Metallic,black,violet
7.55,Empressite,bronze,3.5,Metallic,"black, grayish",bronze
7.55,Hessite,"gray, lead",1.5-2,Metallic,"gray, light","gray, lead"
7.55,Tetradymite,"gray, steel",1.5-2,Metallic,"gray, steel","gray, steel"
7.56,Bismutocolumbite,black,5.5,Sub Metallic,"brown, yellowish",black
7.60,Soucekite,"gray, lead",4,Metallic,,"gray, lead"
7.60,Iron !,"black, iron",4-5,Metallic,gray,"black, iron"
7.61,Prassoite !,white,5-6,Metallic,,white
7.65,Domeykite,gray,3-3.5,Metallic,"gray, black",gray
7.70,Eucairite,bronze,2.5,Metallic,"white, gray",bronze
7.70,Haxonite,"white, tin",5.5-6,Metallic,,"white, tin"
7.70,Hematophanite,"brown, reddish",2-3,Sub Metallic,"red, yellow","brown, reddish"
7.71,Petrovicite,gray,3,Metallic,,gray
7.72,Tapiolite-(Mn),"brown, dark",6,Sub Metallic,"brown, dark","brown, dark"
7.74,Rucklidgeite,"white, silver",2.5,Metallic,"gray, lead","white, silver"
7.75,Sorosite !,"white, pinkish tin",5-5.5,Metallic,,"white, pinkish tin"
7.75,Metacinnabar,black,3,Metallic,black,black
7.78,Kharaelakhite,"brown, bronze",-,Metallic,,"brown, bronze"
7.78,Rohaite,"gray, steel",3-3.5,Metallic,,"gray, steel"
7.79,Nickeline,"gray, lead",5.5,Metallic,"black, brownish","gray, lead"
7.79,Vavrinite !,"gray, silvery",2,Metallic,"gray, dark","gray, silvery"
7.79,Kawazulite,"white, silver",1.5,Metallic,"gray, steel","white, silver"
7.80,Ikunolite,"gray, lead",2,Metallic,"gray, dark","gray, lead"
7.82,Tellurobismuthite,"gray, pale",1.5-2,Metallic,"gray, lead","gray, pale"
7.82,Tapiolite-(Fe),"black, brownish",6,Metallic,brown,"black, brownish"
7.83,Maucherite,"red, grayish copper",5,Metallic,"gray, blackish","red, grayish copper"
7.85,Imiterite,"gray, light",2.5-3,Metallic,"gray, dark","gray, light"
7.86,Henryite,gray,3.5,Metallic,,gray
7.87,Bohdanowiczite,"gray, lead",3,Metallic,,"gray, lead"
7.89,Kochkarite,"gray, silver",2-2.5,Metallic,"gray, lead","gray, silver"
7.90,Borodaevite,gray,3.5,Metallic,,gray
7.90,Kamacite ?,"black, iron",4,Metallic,gray,"black, iron"
7.91,Hollingworthite,gray,6-6.5,Metallic,,gray
7.92,Oenite !,"white, silver",5-5.5,Metallic,gray,"white, silver"
7.98,Platynite ?,gray,2-3,Metallic,"black, shining",gray
8.00,Platarsite,gray,7.5,Metallic,,gray
8.00,Vihorlatite !,gray,-,Metallic,,gray
8.00,Nisbite,"white, tin",5,Metallic,,"white, tin"
8.00,Stutzite,gray,3.5,Metallic,"gray, lead",gray
8.00,Awaruite,"white, gray",5,Metallic,"gray, light","white, gray"
8.00,Nickel,"white, gray",4-5,Metallic,"white, grayish","white, gray"
8.01,Volynskite,"gray, lead",2.5-3,Metallic,,"gray, lead"
8.01,Taenite,"white, grayish",5-5.5,Metallic,"gray, light","white, grayish"
8.06,Frohbergite,"white, silver",3-4,Metallic,,"white, silver"
8.07,Coloradoite,"black, grayish",2.5,Metallic,black,"black, grayish"
8.09,Milotaite !,"gray, silver",4.5,Metallic,,"gray, silver"
8.09,Babkinite !,"gray, silvery",2,Metallic,gray,"gray, silvery"
8.10,Joseite,gray,2,Metallic,,gray
8.10,Baksanite !,"gray, steel",1.5-2,Metallic,,"gray, steel"
8.10,Telluronevskite !,"gray, steel",3.5,Metallic,black,"gray, steel"
8.10,Tantalite-(Mn),black,6-6.5,Sub Metallic,brown,black
8.10,Sylvanite,"white, yellowish silver",1.5-2,Metallic,"gray, steel","white, yellowish silver"
8.12,Borovskite,"gray, dark",3,Metallic,,"gray, dark"
8.12,Laitakarite,"gray, lead",2,Metallic,"black, grayish","gray, lead"
8.15,Monteponite,black,3,Metallic,black,black
8.15,Altaite,"white, tin",2.5,Metallic,black,"white, tin"
8.16,Tsumoite,"white, silver",2.5-3,Metallic,"gray, steel","white, silver"
8.17,Langisite,pink,6-6.5,Metallic,,pink
8.17,Tapiolite *,black,6-6.5,Metallic,brown,black
8.20,Clausthalite,"gray, lead",2.5,Metallic,"black, grayish","gray, lead"
8.20,Tantalite-(Fe),"black, brownish",6-6.5,Sub Metallic,"brown, black","black, brownish"
8.21,Zlatogorite !,"white, silver",4.5,Metallic,"gray, light silver","white, silver"
8.23,Breithauptite,"red, copper",3.5-4,Metallic,"brown, reddish","red, copper"
8.26,Kotulskite,gray,4-4.5,Metallic,,gray
8.28,Tetrataenite,"white, gray",3.5,Metallic,gray,"white, gray"
8.30,Palladseite,white,4.5-5,Metallic,,white
8.30,Joseite-B,"white, silver",2,Metallic,,"white, silver"
8.31,Chrisstanleyite !,gray,5,Metallic,black,gray
8.33,Tiemannite,gray,2.5,Metallic,"black, grayish",gray
8.38,Kutinaite,"gray, silver",4.5,Metallic,,"gray, silver"
8.41,Pilsenite,"gray, steel",1.5-2.5,Metallic,,"gray, steel"
8.42,Cuprostibite,"gray, steel",4,Metallic,,"gray, steel"
8.43,Kostovite,"white, gray",2-2.5,Metallic,,"white, gray"
8.44,Osarsite,gray,6,Metallic,,gray
8.48,Oosterboschite,black,5,Metallic,black,black
8.48,Koutekite,"blue, gray",3.5,Metallic,black,"blue, gray"
8.50,Protojoseite *,"white, gray",-,Metallic,,"white, gray"
8.50,Kusachiite,black,4-5,Metallic,black,black
8.50,Parkerite,"brown, bronze",3,Metallic,metallic,"brown, bronze"
8.53,Krennerite,white,2.5,Metallic,"gray, greenish",white
8.55,Imgreite ?,"red, pale rose",4,Metallic,,"red, pale rose"
8.55,Algodonite,gray,4,Metallic,,gray
8.60,Cadmium,"white, tin",1-2,Metallic,,"white, tin"
8.60,Jedwabite !,"yellow, grayish",7,Metallic,,"yellow, grayish"
8.72,Shandite,"yellow, brass",4,Metallic,,"yellow, brass"
8.73,Uraninite,"black, brownish",5-6,Sub Metallic,"black, brownish","black, brownish"
8.79,Vasilite,"gray, steel",5-5.5,Metallic,black,"gray, steel"
8.80,Horsfordite ?,gray,4-5,Metallic,"white, silver",gray
8.83,Genkinite,gray,5.5-6,Metallic,,gray
8.91,Hedleyite,"black, iron",2,Metallic,,"black, iron"
8.91,Wattersite,bronze,4.5,Sub Metallic,"red, dark brick",bronze
8.92,Petzite,"black, iron",2.5,Metallic,"black, grayish","black, iron"
8.94,Hexatestibiopanickelite,"gray, brownish",2,Metallic,,"gray, brownish"
8.95,Copper,brown,2.5-3,Metallic,rose,brown
8.99,Testibiopalladite,"gray, steel",3.5-4,Metallic,,"gray, steel"
9.04,Calaverite,yellow,2.5,Metallic,green,yellow
9.05,Fischesserite,"white, silver",2-2.5,Metallic,,"white, silver"
9.07,Plattnerite,"black, brownish",5.5,Sub Metallic,"brown, chestnut","black, brownish"
9.10,Kashinite,gray,7.5,Metallic,,gray
9.14,Kolarite,gray,-,Metallic,,gray
9.33,Majakite,"white, gray",6,Metallic,,"white, gray"
9.50,Temagamite,gray,2.5,Metallic,,gray
9.50,Cooperite,"gray, steel",4-5,Metallic,,"gray, steel"
9.50,Stibiopalladinite,"gray, steel",4-5,Metallic,black,"gray, steel"
9.50,Michenerite,"white, silver",2.5,Metallic,black,"white, silver"
9.52,Hanawaltite,black,4,Metallic,"black, dark reddish",black
9.57,Avicennite,"black, grayish",2,Metallic,"black, grayish","black, grayish"
9.59,Erlichmanite,"white, gray",4.5-5.5,Metallic,,"white, gray"
9.66,Urvantsevite,"gray, steel",2.5,Metallic,,"gray, steel"
9.67,Sudovikovite !,yellow,2-2.5,Metallic,,yellow
9.70,Dyscrasite,gray,3.5-4,Metallic,"white, silver",gray
9.72,Cherepanovite,"black, grayish",6,Metallic,black,"black, grayish"
9.75,Bismuth,"white, silver",2-2.5,Metallic,"white, silver","white, silver"
9.90,Pasavaite !,gray,2,Metallic,gray,gray
9.94,Montbrayite,"white, yellowish",2.5,Metallic,white,"white, yellowish"
9.97,Gaotaiite,"black, steel",3,Metallic,black,"black, steel"
9.98,Aurostibite,"gray, lead",3,Metallic,bronze,"gray, lead"
10.00,Ruthenarsenite,brown,6-6.5,Metallic,,brown
10.00,Allargentum,"gray, silver",4,Metallic,,"gray, silver"
10.00,Braggite,"gray, steel",1.5,Metallic,,"gray, steel"
10.00,Moncheite,"gray, steel",2-3,Metallic,gray,"gray, steel"
10.00,Thorianite,"black, brownish",6,Metallic,"gray, greenish","black, brownish"
10.01,Khamrabaevite,"gray, dark",9-9.5,Metallic,,"gray, dark"
10.14,Shuangfengite,black,3,Metallic,black,black
10.20,Stannopalladinite,"pink, brown",5,Metallic,,"pink, brown"
10.20,Atheneite,"white, gray",5,Metallic,,"white, gray"
10.22,Polkanovite !,gray,-,Metallic,,gray
10.25,Telluropalladinite,"white, silver",5,Metallic,,"white, silver"
10.25,Niobocarbide !,yellow,8,Metallic,,yellow
10.27,Oulankaite !,rose,3.5-4,Metallic,,rose
10.33,Isomertieite,"white, silver",5.5,Metallic,,"white, silver"
10.40,Stillwaterite,gray,4.5,Metallic,,gray
10.40,Arsenopalladinite,"white, silver",4,Metallic,,"white, silver"
10.42,Palladoarsenide,"gray, steel",5,Metallic,,"gray, steel"
10.50,Tolovkite,"gray, steel",7.5,Metallic,,"gray, steel"
10.50,Silver,"white, silver",2.5-3,Metallic,"white, silver","white, silver"
10.58,Sperrylite,"white, tin",6-7,Metallic,black,"white, tin"
10.60,Mertieite-I,"yellow, brass",5.5,Metallic,,"yellow, brass"
10.70,Cabriite,"white, gray",4-4.5,Metallic,,"white, gray"
10.75,Eugenite,"white, silver",2.5-3,Metallic,metallic,"white, silver"
10.86,Palladobismutharsenide,"white, silver",5,Metallic,,"white, silver"
10.90,Iridarsenite,gray,5-5.5,Metallic,,gray
10.95,Damiaoite !,"white, bright",5,Metallic,black,"white, bright"
10.97,Geversite,"gray, steel",4.5-5,Metallic,,"gray, steel"
11.20,Omeiite,"gray, steel",7,Metallic,,"gray, steel"
11.29,Mertieite-II,"yellow, brass",6,Metallic,,"yellow, brass"
11.30,Rhodarsenide !,brown,4-5,Metallic,,brown
11.32,Paolovite,white,5,Metallic,,white
11.37,Lead,"gray, lead",2-2.5,Metallic,"gray, lead","gray, lead"
11.50,Auricupride,bronze,2-3,Metallic,yellow,bronze
11.55,Palladium,white,4.5-5,Metallic,,white
11.80,Yuanjiangite,"white, silver",3.5-4,Metallic,black,"white, silver"
11.88,Sobolevskite,"gray, steel",4,Metallic,,"gray, steel"
12.12,Changchengite !,gray,3.5,Metallic,black,gray
12.20,Ruthenium,"white, tin",6.5,Metallic,,"white, tin"
12.40,Plumbopalladinite,white,5,Metallic,,white
12.50,Luanheite,"white, gray",2.5,Metallic,"black, grayish","white, gray"
12.51,Polarite,white,3.5-4,Metallic,white,white
12.55,Froodite,gray,2.5,Metallic,black,gray
12.72,Mayingite,"black, steel",4,Metallic,black,"black, steel"
12.80,Insizwaite,"white, tin",5-5.5,Metallic,,"white, tin"
12.98,Paraschachnerite,"white, tin",4,Metallic,metallic,"white, tin"
13.00,Kolymite,"black, brownish",4,Metallic,,"black, brownish"
13.02,Luberoite,"brown, bronze",5-5.5,Metallic,,"brown, bronze"
13.20,Belendorffite,white,2.5-4,Metallic,metallic,white
13.32,Zvyagintsevite,"white, tin",4.5,Metallic,black,"white, tin"
13.44,Niggliite,"white, silver",3,Metallic,,"white, silver"
13.52,Stumpflite,"white, silver",5,Metallic,,"white, silver"
13.60,Moschellandsbergite,"white, silver",3.5,Metallic,metallic,"white, silver"
13.60,Mercury,"white, tin",0,Metallic,none,"white, tin"
13.93,Amalgam *,white,3-3.5,Metallic,white,white
14.27,Bilibinskite,"brown, bronze",5,Sub Metallic,brown,"brown, bronze"
14.30,Tetraferroplatinum,gray,4-5,Metallic,,gray
14.50,Tantalcarbide !,"gray, yellow",6-7,Sub Metallic,,"gray, yellow"
14.88,Potarite,"white, silver",3.5,Metallic,metallic,"white, silver"
14.90,Atokite,white,5,Metallic,,white
14.90,Tulameenite,white,5,Metallic,,white
15.03,Tetra-auricupride,"yellow, golden",4.5,Metallic,yellow,"yellow, golden"
15.39,Ferronickelplatinum,"white, silver",5,Metallic,,"white, silver"
15.46,Maldonite,"red, copper",1.5-2,Metallic,,"red, copper"
15.47,Goldamalgam *,bronze,3,Metallic,"yellow, light",bronze
15.60,Taimyrite,"gray, bronze",5,Metallic,,"gray, bronze"
15.63,Hongshiite *,"gray, lead",5,Metallic,black,"gray, lead"
16.00,Hunchunite !,"gray, lead",3.5,Metallic,,"gray, lead"
16.30,Bezsmertnovite,bronze,4.5,Metallic,,bronze
16.50,Isoferroplatinum,gray,5,Metallic,,gray
16.51,Rhodium,"white, tin",3.5,Metallic,,"white, tin"
17.65,Gold,yellow,2.5-3,Metallic,yellow,yellow
18.00,Platinum,"gray, whitish steel",4-4.5,Metallic,"white, grayish","gray, whitish steel"
18.27,Yixunite !,"white, bright",6,Metallic,black,"white, bright"
19.30,Chengdeite,"black, steel",5,Metallic,black,"black, steel"
20.00,Osmium,"gray, steel",6-7,Metallic,gray,"gray, steel"
21.03,Rhenium *,black,-,Metallic,,black
22.70,Iridium,white,6-7,Metallic,white,white
1.01,Dinite *,colorless,1,Waxy,,
1.05,Hartite !,colorless,1,Waxy,,
1.09,Flagstaffite,"white, yellowish",-,Resinous,,
1.10,Amber *,yellow,2-2.5,Resinous,,
1.11,Ravatite,colorless,1,Vitreous - Waxy,,
1.24,Idrialite,"yellow, greenish",1.5,Vitreous - Adamantine,,
1.33,Phosphammite,colorless,-,Vitreous (Glassy),,
1.35,Karpatite,yellow,1.5,Vitreous - Adamantine,,
1.45,Natron,white,1,Vitreous (Glassy),,
1.49,Mirabilite,colorless,1.5-2,Vitreous (Glassy),,
1.50,Oxammite,colorless,2.5,Vitreous (Glassy),,
1.50,Salammoniac,colorless,1.5-2,Vitreous (Glassy),,
1.51,Hydroglauberite,"white, snow",-,Silky,,
1.55,Stercorite,colorless,2,Vitreous (Glassy),,
1.56,Bischofite,colorless,1.5-2,Vitreous - Greasy,,
1.58,Nitromagnesite,colorless,-,Vitreous (Glassy),,
1.58,Teschemacherite,colorless,1.5,Vitreous (Glassy),,
1.60,Carnallite,blue,2.5,Greasy (Oily),,
1.60,Indigirite,"white, snow",2,Vitreous - Silky,,
1.60,Mellite,brown,2-2.5,Vitreous (Glassy),,
1.65,Cattiite !,colorless,2,Vitreous (Glassy),,
1.65,Tschermigite,white,1.5-2,Vitreous (Glassy),,
1.66,Cadwaladerite,lemon,-,Vitreous (Glassy),,
1.66,Tachyhydrite,colorless,2,Vitreous - Greasy,,
1.67,Alum-(Na),colorless,3,Vitreous (Glassy),,
1.67,Chloraluminite,colorless,-,Vitreous (Glassy),,
1.68,Epsomite,colorless,2-2.5,Vitreous (Glassy),,
1.68,Aluminite,white,1,Earthy (Dull),,
1.68,Chesnokovite !,colorless,2.5,Vitreous (Glassy),,
1.69,Stepanovite,green,2,Vitreous (Glassy),,
1.69,Svyazhinite,colorless,2-3,Vitreous (Glassy),,
